emp.var.rate,cons.price.idx,euribor3m,duration,poutcome_n
-1.8,92.893,1.291,200.0,0.0
1.4,93.918,4.962,768.0,0.0
1.4,93.918,4.962,13.0,0.0
-3.4,92.431,0.74,246.0,0.0
1.4,93.918,4.961,221.0,0.0
1.1,93.994,4.856,37.0,0.0
-0.1,93.2,4.153,82.0,0.0
1.4,94.465,4.961,69.0,0.0
1.1,93.994,4.858,260.0,0.0
1.4,93.918,4.962,246.0,0.0
-3.4,92.379,0.819,77.0,0.0
1.4,94.465,4.959,263.0,0.0
-1.7,94.027,0.896,140.0,0.0
1.4,94.465,4.866,492.0,0.0
-0.1,93.2,4.12,147.0,0.0
1.4,93.918,4.958,119.0,0.0
1.4,94.465,4.961,88.0,0.0
1.4,93.918,4.962,379.0,0.0
-1.8,92.893,1.299,480.0,0.0
-1.8,92.893,1.266,115.0,0.0
1.4,93.918,4.96,452.0,0.0
1.4,94.465,4.959,15.0,0.0
1.4,94.465,4.866,222.0,0.0
1.4,93.444,4.968,666.0,0.0
1.1,93.994,4.857,191.0,0.0
1.4,93.444,4.963,115.0,0.0
1.1,93.994,4.86,738.0,0.0
1.4,93.918,4.968,25.0,0.0
-1.8,93.075,1.405,368.0,1.0
-3.4,92.379,0.809,95.0,2.0
1.4,94.465,4.958,153.0,0.0
-1.8,92.893,1.299,55.0,1.0
1.4,94.465,4.962,72.0,0.0
-1.7,94.215,0.899,417.0,2.0
-1.8,93.749,0.642,595.0,1.0
1.1,93.994,4.857,322.0,0.0
-0.1,93.2,4.153,137.0,0.0
1.1,93.994,4.857,31.0,0.0
1.4,93.444,4.97,365.0,0.0
1.1,93.994,4.857,199.0,0.0
-0.1,93.2,4.191,131.0,0.0
-1.8,92.893,1.344,51.0,0.0
1.4,94.465,4.961,90.0,0.0
1.1,93.994,4.859,529.0,0.0
-1.8,92.893,1.25,18.0,0.0
1.4,93.918,4.961,445.0,0.0
-1.8,92.893,1.354,6.0,0.0
1.1,93.994,4.857,175.0,0.0
1.4,93.444,4.964,370.0,0.0
-1.8,93.075,1.435,490.0,1.0
1.1,93.994,4.858,339.0,0.0
-3.4,92.649,0.714,244.0,1.0
-1.8,92.893,1.25,16.0,1.0
1.1,93.994,4.857,248.0,0.0
1.1,93.994,4.855,21.0,0.0
1.1,93.994,4.857,664.0,0.0
1.1,93.994,4.857,264.0,0.0
1.4,94.465,4.959,15.0,0.0
1.4,94.465,4.866,1446.0,0.0
-1.8,92.893,1.334,1205.0,0.0
1.4,93.918,4.968,87.0,0.0
-1.1,94.199,0.877,275.0,1.0
-1.8,92.893,1.334,396.0,0.0
-1.8,93.075,1.445,58.0,0.0
-0.1,93.2,4.12,296.0,0.0
-3.4,92.379,0.77,150.0,2.0
-1.8,93.075,1.435,657.0,0.0
1.1,93.994,4.856,98.0,0.0
-0.1,93.2,4.12,1502.0,0.0
-3.4,92.431,0.73,149.0,0.0
-0.1,93.798,4.968,19.0,0.0
1.4,93.444,4.966,121.0,0.0
1.4,93.918,4.962,101.0,0.0
1.1,93.994,4.856,243.0,0.0
-0.1,93.2,4.076,292.0,0.0
1.1,93.994,4.857,228.0,0.0
-0.1,93.2,4.12,108.0,1.0
1.1,93.994,4.859,224.0,0.0
-1.8,92.893,1.327,104.0,1.0
1.4,94.465,4.959,10.0,0.0
1.4,93.918,4.961,134.0,0.0
1.4,93.444,4.964,138.0,0.0
1.1,93.994,4.858,71.0,0.0
-1.8,93.075,1.466,272.0,0.0
-3.4,92.379,0.741,399.0,0.0
1.4,93.918,4.963,98.0,0.0
1.4,93.444,4.965,68.0,0.0
1.1,93.994,4.859,73.0,0.0
1.4,93.918,4.962,85.0,0.0
1.1,93.994,4.857,159.0,0.0
1.1,93.994,4.858,180.0,0.0
1.4,93.918,4.962,138.0,0.0
-1.8,92.893,1.25,204.0,0.0
1.4,94.465,4.962,551.0,0.0
-1.8,92.893,1.281,51.0,0.0
-0.1,93.2,4.12,154.0,0.0
-1.8,92.893,1.327,246.0,0.0
1.1,93.994,4.855,93.0,0.0
1.4,93.918,4.968,55.0,0.0
1.4,93.918,4.962,147.0,0.0
-1.8,93.075,1.483,74.0,0.0
1.4,93.918,4.958,282.0,0.0
1.4,93.918,4.968,79.0,0.0
1.1,93.994,4.857,277.0,0.0
-1.8,93.369,0.653,87.0,2.0
1.4,94.465,4.959,123.0,0.0
1.1,93.994,4.857,424.0,0.0
1.1,93.994,4.857,153.0,0.0
-1.8,92.893,1.281,96.0,0.0
-3.4,92.431,0.742,364.0,1.0
1.4,93.444,4.967,80.0,0.0
1.1,93.994,4.859,213.0,0.0
1.4,94.465,4.962,326.0,0.0
1.4,93.918,4.966,504.0,0.0
1.1,93.994,4.857,200.0,0.0
1.4,94.465,4.959,216.0,0.0
1.4,93.918,4.957,588.0,0.0
1.1,93.994,4.855,1178.0,0.0
1.4,93.444,4.964,142.0,0.0
1.4,94.465,4.961,321.0,0.0
1.1,93.994,4.86,177.0,0.0
1.1,93.994,4.856,298.0,0.0
1.1,93.994,4.857,297.0,0.0
1.4,94.465,4.865,82.0,0.0
-3.4,92.649,0.719,70.0,0.0
1.4,93.444,4.963,629.0,0.0
1.4,93.918,4.96,194.0,0.0
-1.8,92.893,1.281,194.0,0.0
-1.8,93.075,1.498,203.0,0.0
1.4,94.465,4.958,186.0,0.0
1.4,93.918,4.958,193.0,0.0
1.4,93.918,4.961,805.0,0.0
-1.8,92.893,1.291,135.0,0.0
1.4,93.918,4.963,42.0,0.0
1.4,93.444,4.965,265.0,0.0
-1.8,92.893,1.354,265.0,2.0
1.4,94.465,4.959,76.0,0.0
1.1,93.994,4.857,102.0,0.0
1.4,93.444,4.966,148.0,0.0
-1.8,93.075,1.365,110.0,0.0
1.4,93.918,4.957,276.0,0.0
1.1,93.994,4.855,220.0,0.0
1.4,94.465,4.961,67.0,0.0
-0.1,93.2,4.191,120.0,0.0
-1.8,92.893,1.334,233.0,0.0
-2.9,92.963,1.206,971.0,0.0
-1.8,93.075,1.41,54.0,0.0
-1.8,92.893,1.354,130.0,1.0
-0.1,93.2,4.12,154.0,0.0
-0.1,93.2,4.12,161.0,0.0
1.4,93.918,4.968,189.0,0.0
1.4,93.918,4.961,78.0,0.0
1.4,94.465,4.955,122.0,0.0
1.4,93.444,4.965,699.0,0.0
1.4,94.465,4.961,605.0,0.0
-0.1,93.2,4.021,14.0,0.0
1.4,94.465,4.959,167.0,0.0
1.4,93.444,4.965,363.0,0.0
1.4,94.465,4.959,18.0,0.0
1.1,93.994,4.859,220.0,0.0
1.4,93.918,4.96,588.0,0.0
-1.8,93.075,1.435,132.0,0.0
1.4,93.918,4.961,673.0,0.0
1.4,93.444,4.962,122.0,0.0
1.4,93.444,4.965,85.0,0.0
1.4,93.918,4.963,157.0,0.0
1.1,93.994,4.864,113.0,0.0
1.1,93.994,4.859,214.0,0.0
1.4,93.444,4.965,181.0,0.0
1.4,93.444,4.966,107.0,0.0
1.4,93.918,4.958,123.0,0.0
-1.8,93.075,1.365,297.0,2.0
-1.8,92.893,1.291,153.0,0.0
1.1,93.994,4.857,1677.0,0.0
1.1,93.994,4.857,135.0,0.0
-0.1,93.2,4.021,47.0,0.0
1.1,93.994,4.855,268.0,0.0
1.4,93.444,4.964,118.0,0.0
-1.8,93.369,0.652,207.0,1.0
1.4,93.444,4.962,159.0,0.0
1.4,93.918,4.961,344.0,0.0
1.4,93.444,4.968,137.0,0.0
-1.8,93.075,1.405,341.0,0.0
-1.7,94.055,0.72,661.0,0.0
-0.1,93.2,4.191,49.0,0.0
1.4,93.444,4.963,120.0,0.0
1.4,94.465,4.961,544.0,0.0
1.4,94.465,4.865,288.0,0.0
1.1,93.994,4.857,154.0,0.0
1.4,93.918,4.962,662.0,0.0
-1.8,92.893,1.334,224.0,0.0
1.1,93.994,4.857,507.0,0.0
-0.1,93.2,4.191,210.0,0.0
1.4,94.465,4.961,145.0,0.0
1.1,93.994,4.856,137.0,0.0
-3.4,92.431,0.752,462.0,0.0
-1.8,93.075,1.405,94.0,0.0
-1.7,94.055,0.737,154.0,0.0
1.1,93.994,4.856,768.0,0.0
1.4,94.465,4.959,134.0,0.0
1.4,93.918,4.963,542.0,0.0
1.4,93.918,4.963,268.0,0.0
-1.8,93.075,1.41,1579.0,1.0
-0.1,93.2,4.076,192.0,0.0
-0.1,93.2,4.191,68.0,1.0
-0.1,93.2,4.021,197.0,0.0
-0.1,93.2,4.076,235.0,0.0
1.1,93.994,4.857,165.0,0.0
1.1,93.994,4.856,287.0,0.0
1.1,93.994,4.857,491.0,0.0
-1.7,94.215,0.782,113.0,1.0
1.4,93.444,4.968,286.0,0.0
-1.8,93.075,1.365,193.0,1.0
1.4,93.444,4.964,15.0,0.0
-1.1,94.601,0.982,362.0,0.0
1.1,93.994,4.856,166.0,0.0
1.1,93.994,4.855,210.0,0.0
1.1,93.994,4.859,14.0,0.0
1.1,93.994,4.859,234.0,0.0
1.4,94.465,4.864,87.0,0.0
1.1,93.994,4.857,63.0,0.0
1.4,93.444,4.965,209.0,0.0
1.4,93.918,4.962,81.0,0.0
1.4,93.444,4.964,243.0,0.0
1.1,93.994,4.859,196.0,0.0
1.4,93.444,4.963,70.0,0.0
-1.8,93.075,1.405,135.0,0.0
1.4,93.918,4.962,126.0,0.0
-1.8,92.893,1.334,254.0,1.0
-0.1,93.2,4.153,171.0,0.0
-0.1,93.798,4.794,248.0,0.0
1.4,93.444,4.963,27.0,0.0
-3.4,92.649,0.719,358.0,1.0
1.4,93.444,4.966,781.0,0.0
-0.1,93.2,4.153,79.0,1.0
-1.8,92.893,1.266,97.0,0.0
1.4,93.918,4.961,68.0,0.0
1.1,93.994,4.858,1622.0,0.0
1.4,94.465,4.959,17.0,0.0
1.1,93.994,4.86,187.0,0.0
1.4,93.918,4.958,54.0,0.0
1.4,93.918,4.958,655.0,0.0
-2.9,92.963,1.26,218.0,0.0
1.1,93.994,4.856,102.0,0.0
1.1,93.994,4.86,242.0,0.0
-3.4,92.379,0.797,89.0,2.0
-1.8,92.893,1.291,245.0,0.0
1.1,93.994,4.86,234.0,0.0
1.4,93.918,4.958,470.0,0.0
1.4,94.465,4.962,243.0,0.0
1.4,93.444,4.966,140.0,0.0
1.4,93.444,4.963,344.0,0.0
1.4,93.444,4.964,244.0,0.0
-0.1,93.2,4.076,195.0,0.0
-1.8,93.369,0.646,247.0,1.0
1.1,93.994,4.864,539.0,0.0
1.1,93.994,4.864,294.0,0.0
1.1,93.994,4.856,274.0,0.0
-1.8,93.075,1.415,135.0,0.0
1.1,93.994,4.857,102.0,0.0
-1.1,94.601,0.959,1020.0,1.0
1.4,93.918,4.963,476.0,0.0
-1.1,94.199,0.883,277.0,2.0
1.1,93.994,4.857,62.0,0.0
1.1,93.994,4.856,117.0,0.0
-1.8,92.843,1.614,406.0,1.0
1.4,93.444,4.963,93.0,0.0
-1.8,92.893,1.281,361.0,1.0
-0.1,93.2,4.076,124.0,0.0
1.4,94.465,4.947,385.0,0.0
-3.4,92.431,0.743,1106.0,0.0
-1.8,92.893,1.244,74.0,0.0
-1.7,94.215,0.793,140.0,2.0
-1.8,92.893,1.313,456.0,0.0
-1.8,92.893,1.266,57.0,0.0
-1.8,93.369,0.646,144.0,1.0
-2.9,92.201,0.884,156.0,0.0
1.4,93.918,4.962,169.0,0.0
1.4,93.444,4.966,867.0,0.0
-1.8,93.749,0.645,117.0,0.0
-1.8,92.893,1.327,140.0,0.0
1.4,93.918,4.961,282.0,0.0
1.1,93.994,4.857,391.0,0.0
1.1,93.994,4.858,5.0,0.0
1.4,93.918,4.962,131.0,0.0
1.1,93.994,4.857,201.0,0.0
1.1,93.994,4.857,15.0,0.0
-0.1,93.2,4.076,46.0,1.0
-1.8,93.075,1.41,191.0,1.0
-3.4,92.431,0.742,404.0,0.0
1.1,93.994,4.856,326.0,0.0
-1.8,93.075,1.405,545.0,0.0
1.1,93.994,4.857,531.0,0.0
-1.8,92.843,1.811,39.0,0.0
1.1,93.994,4.857,130.0,0.0
1.1,93.994,4.855,261.0,0.0
1.4,93.444,4.962,65.0,0.0
-1.8,93.075,1.405,147.0,0.0
-2.9,92.469,1.029,210.0,0.0
1.1,93.994,4.859,1144.0,0.0
-1.8,92.893,1.344,168.0,1.0
-2.9,92.963,1.26,220.0,0.0
-1.8,92.893,1.344,399.0,0.0
-1.1,94.199,0.883,543.0,1.0
-1.7,94.055,0.754,247.0,2.0
1.1,93.994,4.858,184.0,0.0
1.4,93.918,4.962,167.0,0.0
1.4,93.918,4.96,192.0,0.0
-2.9,92.963,1.26,334.0,0.0
1.4,93.918,4.968,123.0,0.0
-1.8,92.893,1.25,830.0,1.0
1.4,93.918,4.961,87.0,0.0
-0.1,93.2,4.021,154.0,0.0
-2.9,92.201,0.861,138.0,0.0
1.4,94.465,4.961,130.0,0.0
-2.9,92.963,1.26,180.0,0.0
-1.1,94.199,0.878,318.0,2.0
-1.8,92.893,1.259,150.0,0.0
1.4,93.918,4.96,167.0,0.0
1.4,93.918,4.962,586.0,0.0
1.1,93.994,4.857,1575.0,0.0
1.4,94.465,4.961,200.0,0.0
-0.1,93.2,4.076,217.0,0.0
1.1,93.994,4.859,155.0,0.0
-0.1,93.2,4.191,93.0,1.0
1.4,93.918,4.962,197.0,0.0
-0.1,93.2,4.076,265.0,0.0
1.4,93.918,4.962,653.0,0.0
1.4,93.444,4.962,12.0,0.0
1.4,93.444,4.966,105.0,0.0
-1.8,92.893,1.266,61.0,0.0
-1.8,92.893,1.334,653.0,2.0
1.1,93.994,4.857,136.0,0.0
-0.1,93.2,4.12,77.0,0.0
1.4,93.918,4.962,158.0,0.0
1.1,93.994,4.857,106.0,0.0
1.1,93.994,4.857,187.0,0.0
1.4,93.444,4.966,494.0,0.0
1.1,93.994,4.857,140.0,0.0
-1.8,92.893,1.25,204.0,1.0
-1.1,94.199,0.879,81.0,2.0
-1.8,92.893,1.313,104.0,1.0
-1.8,93.075,1.365,874.0,0.0
-0.1,93.2,4.12,162.0,0.0
-1.8,92.893,1.244,178.0,0.0
1.4,94.465,4.962,362.0,0.0
1.4,94.465,4.865,177.0,0.0
-2.9,92.201,0.881,258.0,0.0
-0.1,93.2,4.191,188.0,0.0
-0.1,93.2,4.153,88.0,0.0
1.4,93.918,4.961,132.0,0.0
1.1,93.994,4.864,34.0,0.0
1.4,93.918,4.962,553.0,0.0
-0.1,93.2,4.076,104.0,1.0
-1.8,92.893,1.27,128.0,1.0
-0.1,93.2,4.153,63.0,0.0
1.4,94.465,4.947,141.0,0.0
1.1,93.994,4.857,253.0,0.0
1.4,93.444,4.964,95.0,0.0
-0.1,93.2,4.12,221.0,0.0
1.1,93.994,4.86,1611.0,0.0
-1.8,92.893,1.291,25.0,0.0
1.4,94.465,4.961,189.0,0.0
-1.8,93.075,1.415,122.0,0.0
1.1,93.994,4.858,353.0,0.0
-1.8,93.876,0.697,530.0,0.0
1.1,93.994,4.858,468.0,0.0
-1.8,93.369,0.636,698.0,0.0
1.4,94.465,4.864,569.0,0.0
-1.8,93.075,1.405,416.0,0.0
1.1,93.994,4.857,167.0,0.0
1.1,93.994,4.857,335.0,0.0
1.4,93.918,4.968,83.0,0.0
1.1,93.994,4.857,196.0,0.0
1.4,93.444,4.963,168.0,0.0
1.4,94.465,4.866,80.0,0.0
-1.8,92.893,1.344,29.0,0.0
1.4,93.444,4.967,499.0,0.0
1.1,93.994,4.859,183.0,0.0
1.1,93.994,4.857,249.0,0.0
1.4,93.918,4.96,50.0,0.0
1.4,93.444,4.964,103.0,0.0
-0.1,93.2,4.021,226.0,0.0
-1.8,92.893,1.25,75.0,1.0
-1.8,92.893,1.266,136.0,1.0
-1.8,93.075,1.405,61.0,0.0
1.1,93.994,4.858,483.0,0.0
1.1,93.994,4.857,90.0,0.0
1.4,93.918,4.962,161.0,0.0
1.4,93.444,4.963,115.0,0.0
-2.9,92.963,1.262,103.0,2.0
-1.8,92.893,1.266,1346.0,0.0
-0.1,93.2,4.076,20.0,2.0
-1.8,92.893,1.281,425.0,0.0
1.1,93.994,4.864,536.0,0.0
1.4,93.444,4.963,376.0,0.0
-0.1,93.2,4.153,514.0,0.0
1.1,93.994,4.856,283.0,0.0
1.4,94.465,4.864,165.0,0.0
-1.8,93.075,1.365,344.0,0.0
1.4,94.465,4.961,296.0,0.0
-1.1,94.199,0.879,5.0,1.0
-1.8,92.893,1.281,179.0,0.0
1.1,93.994,4.857,629.0,0.0
1.4,93.918,4.963,205.0,0.0
-1.8,92.893,1.313,186.0,1.0
1.4,94.465,4.961,176.0,0.0
-1.8,92.893,1.244,287.0,0.0
-0.1,93.2,4.12,193.0,0.0
1.4,94.465,4.959,95.0,0.0
-3.4,92.649,0.722,83.0,0.0
1.4,93.918,4.962,192.0,0.0
-1.8,93.075,1.405,185.0,1.0
1.4,93.918,4.962,54.0,0.0
1.4,93.444,4.964,97.0,0.0
1.4,93.444,4.966,507.0,0.0
-1.7,94.215,0.861,237.0,1.0
1.4,93.444,4.963,116.0,0.0
-1.1,94.601,0.977,450.0,2.0
-1.8,93.075,1.498,427.0,0.0
1.1,93.994,4.859,402.0,0.0
1.4,93.444,4.963,127.0,0.0
1.1,93.994,4.857,149.0,0.0
-1.8,92.893,1.266,387.0,0.0
1.4,93.918,4.961,156.0,0.0
1.4,93.444,4.964,38.0,0.0
-0.1,93.2,4.021,705.0,0.0
1.1,93.994,4.86,340.0,0.0
-0.1,93.2,4.153,251.0,0.0
1.4,94.465,4.967,39.0,0.0
-1.8,92.893,1.354,173.0,0.0
1.1,93.994,4.855,266.0,0.0
-1.8,93.075,1.405,198.0,0.0
-0.1,93.2,4.021,179.0,0.0
1.4,94.465,4.961,48.0,0.0
-1.8,93.369,0.646,109.0,1.0
-1.8,92.893,1.334,848.0,1.0
1.4,93.444,4.968,224.0,0.0
1.4,93.918,4.963,361.0,0.0
1.4,94.465,4.961,699.0,0.0
-0.1,93.2,4.12,514.0,0.0
-1.8,92.893,1.327,219.0,0.0
1.1,93.994,4.855,131.0,0.0
-0.1,93.2,4.076,392.0,2.0
-0.1,93.2,4.076,452.0,0.0
1.1,93.994,4.864,231.0,0.0
-1.8,92.893,1.313,456.0,1.0
-1.7,94.215,0.827,410.0,0.0
1.1,93.994,4.856,51.0,0.0
1.4,93.918,4.963,304.0,0.0
-1.8,92.893,1.27,297.0,0.0
-2.9,92.201,0.838,291.0,2.0
-1.8,93.075,1.405,211.0,1.0
1.4,93.444,4.964,94.0,0.0
1.1,93.994,4.856,67.0,0.0
-1.8,92.893,1.25,131.0,0.0
1.1,93.994,4.859,161.0,0.0
1.1,93.994,4.857,187.0,0.0
-2.9,92.469,1.044,429.0,0.0
1.4,93.444,4.965,241.0,0.0
1.1,93.994,4.859,192.0,0.0
-1.8,92.893,1.299,144.0,1.0
-1.8,93.369,0.653,116.0,2.0
1.4,93.918,4.963,120.0,0.0
-0.1,93.2,4.021,331.0,0.0
1.4,93.444,4.964,137.0,0.0
-1.8,92.893,1.281,324.0,0.0
1.4,94.465,4.959,218.0,0.0
1.4,94.465,4.864,188.0,0.0
1.4,93.918,4.962,227.0,0.0
1.4,94.465,4.864,143.0,0.0
-3.4,92.649,0.714,257.0,0.0
-0.1,93.2,4.021,206.0,0.0
-1.1,94.199,0.884,362.0,2.0
-1.8,92.893,1.281,314.0,1.0
1.4,93.918,4.962,198.0,0.0
-1.8,93.075,1.405,464.0,0.0
1.1,93.994,4.855,485.0,0.0
1.4,93.444,4.963,729.0,0.0
-1.8,92.893,1.25,115.0,0.0
1.4,93.918,4.963,121.0,0.0
1.1,93.994,4.857,76.0,0.0
-1.8,93.369,0.636,98.0,0.0
-1.8,92.893,1.313,302.0,1.0
1.1,93.994,4.857,157.0,0.0
-1.8,92.893,1.344,179.0,1.0
1.1,93.994,4.86,275.0,0.0
-1.8,92.893,1.291,373.0,0.0
-1.8,92.893,1.266,337.0,0.0
1.1,93.994,4.857,293.0,0.0
1.1,93.994,4.859,869.0,0.0
-1.8,92.893,1.291,161.0,0.0
1.4,93.444,4.962,201.0,0.0
1.4,93.444,4.966,72.0,0.0
1.4,93.918,4.968,81.0,0.0
1.1,93.994,4.855,627.0,0.0
1.1,93.994,4.855,291.0,0.0
1.4,93.918,4.957,342.0,0.0
1.4,93.918,4.96,128.0,0.0
1.4,93.918,4.96,163.0,0.0
1.4,93.918,4.957,128.0,0.0
-1.8,92.893,1.281,223.0,1.0
1.4,94.465,4.961,85.0,0.0
1.4,93.918,4.963,68.0,0.0
1.4,94.465,4.959,67.0,0.0
1.4,94.465,4.865,432.0,0.0
1.4,94.465,4.866,99.0,0.0
1.4,93.444,4.962,37.0,0.0
1.4,93.918,4.962,127.0,0.0
1.4,94.465,4.959,46.0,0.0
-1.8,92.893,1.266,91.0,0.0
-1.8,93.369,0.634,30.0,0.0
1.4,93.918,4.961,211.0,0.0
-0.1,93.2,4.191,64.0,0.0
-0.1,93.2,4.076,350.0,0.0
1.4,93.918,4.961,79.0,0.0
-2.9,92.963,1.215,111.0,0.0
-1.8,93.075,1.365,266.0,2.0
1.1,93.994,4.855,285.0,0.0
1.1,93.994,4.855,56.0,0.0
-1.8,93.075,1.445,74.0,0.0
1.1,93.994,4.857,106.0,0.0
-3.4,92.379,0.788,206.0,0.0
1.4,93.444,4.963,43.0,0.0
1.4,93.444,4.964,85.0,0.0
-0.1,93.2,4.021,75.0,0.0
-1.7,94.027,0.9,111.0,0.0
1.4,94.465,4.961,93.0,0.0
-2.9,92.201,0.884,157.0,2.0
-1.8,92.893,1.281,60.0,1.0
1.4,94.465,4.961,115.0,0.0
1.4,93.444,4.964,203.0,0.0
1.4,94.465,4.961,340.0,0.0
-1.8,92.893,1.266,317.0,1.0
1.1,93.994,4.857,52.0,0.0
-3.4,92.379,0.788,76.0,0.0
-1.7,94.215,0.79,194.0,2.0
1.4,93.444,4.963,645.0,0.0
-3.4,92.649,0.714,62.0,0.0
-1.8,93.749,0.638,196.0,1.0
1.4,93.444,4.965,317.0,0.0
-1.8,92.843,1.663,796.0,0.0
1.4,94.465,4.864,56.0,0.0
-0.1,93.2,4.076,25.0,0.0
1.1,93.994,4.859,152.0,0.0
1.1,93.994,4.859,230.0,0.0
1.4,93.918,4.962,114.0,0.0
1.1,93.994,4.857,225.0,0.0
-0.1,93.2,4.153,288.0,0.0
-3.0,92.713,0.718,254.0,0.0
1.4,93.918,4.963,106.0,0.0
1.4,94.465,4.864,144.0,0.0
1.4,93.444,4.963,103.0,0.0
1.4,93.444,4.964,323.0,0.0
1.1,93.994,4.858,249.0,0.0
1.4,93.918,4.962,143.0,0.0
-1.8,92.893,1.291,63.0,1.0
1.4,93.918,4.961,62.0,0.0
-0.1,93.2,4.021,585.0,0.0
-2.9,92.201,0.884,813.0,0.0
1.1,93.994,4.857,246.0,0.0
1.4,93.918,4.961,265.0,0.0
1.4,94.465,4.947,634.0,0.0
1.4,93.918,4.966,109.0,0.0
-1.8,92.893,1.344,74.0,1.0
-1.8,93.075,1.365,311.0,0.0
1.1,93.994,4.86,57.0,0.0
-1.8,92.893,1.334,457.0,0.0
-1.8,92.843,1.811,78.0,1.0
1.4,93.918,4.968,12.0,0.0
-0.1,93.2,4.153,41.0,1.0
1.4,93.444,4.963,398.0,0.0
1.4,93.444,4.966,196.0,0.0
1.1,93.994,4.857,938.0,0.0
-1.8,92.893,1.25,376.0,0.0
1.4,93.918,4.957,292.0,0.0
-1.8,93.075,1.405,715.0,1.0
1.4,93.444,4.964,94.0,0.0
1.4,93.444,4.963,131.0,0.0
1.4,93.918,4.962,256.0,0.0
-1.8,93.075,1.405,643.0,0.0
-1.8,93.075,1.392,107.0,0.0
1.4,93.918,4.96,321.0,0.0
1.4,94.465,4.959,20.0,0.0
-3.4,92.379,0.803,56.0,0.0
-1.8,93.749,0.642,354.0,0.0
-1.8,92.893,1.327,245.0,1.0
1.4,93.918,4.962,452.0,0.0
-1.8,92.893,1.313,364.0,0.0
-1.8,93.075,1.405,96.0,0.0
1.4,93.444,4.965,55.0,0.0
1.1,93.994,4.857,383.0,0.0
-3.4,92.431,0.739,138.0,0.0
-0.1,93.2,4.076,206.0,1.0
-1.8,93.075,1.405,116.0,0.0
-0.1,93.2,4.076,104.0,0.0
-3.4,92.431,0.739,233.0,1.0
-0.1,93.2,4.076,164.0,0.0
-2.9,92.963,1.26,75.0,0.0
1.4,93.918,4.96,219.0,0.0
1.4,94.465,4.967,140.0,0.0
1.1,93.994,4.855,31.0,0.0
1.4,93.444,4.964,277.0,0.0
-0.1,93.2,4.076,316.0,0.0
-1.8,93.075,1.405,861.0,1.0
1.4,93.444,4.965,65.0,0.0
1.4,93.444,4.968,175.0,0.0
-2.9,92.963,1.26,340.0,1.0
1.4,93.918,4.962,730.0,0.0
1.1,93.994,4.857,209.0,0.0
-1.8,92.893,1.244,157.0,0.0
1.4,93.918,4.963,344.0,0.0
1.4,93.918,4.962,292.0,0.0
1.4,93.918,4.962,467.0,0.0
1.4,94.465,4.962,802.0,0.0
1.1,93.994,4.858,105.0,0.0
-1.7,94.027,0.904,192.0,1.0
-0.1,93.2,4.191,118.0,0.0
1.1,93.994,4.855,255.0,0.0
-1.7,94.215,0.802,398.0,1.0
1.1,93.994,4.856,1574.0,0.0
-1.8,92.893,1.244,28.0,0.0
1.4,93.918,4.958,320.0,0.0
-1.7,94.055,0.702,201.0,0.0
-1.8,93.075,1.365,175.0,0.0
1.4,93.918,4.963,98.0,0.0
1.1,93.994,4.857,310.0,0.0
-1.8,92.893,1.334,16.0,0.0
1.4,93.918,4.962,1850.0,0.0
-1.8,92.893,1.27,110.0,0.0
-1.8,92.893,1.244,194.0,0.0
-3.4,92.649,0.715,406.0,0.0
1.1,93.994,4.857,749.0,0.0
1.4,93.444,4.963,149.0,0.0
-1.8,92.893,1.313,208.0,0.0
-0.1,93.2,4.12,140.0,0.0
1.4,93.918,4.961,193.0,0.0
-1.8,92.893,1.291,84.0,0.0
-1.8,92.843,1.548,506.0,0.0
1.4,93.444,4.965,436.0,0.0
-2.9,92.469,1.072,252.0,0.0
1.4,93.444,4.966,140.0,0.0
-2.9,92.963,1.266,113.0,0.0
-0.1,93.2,4.021,138.0,0.0
-1.8,93.075,1.365,222.0,0.0
1.4,93.444,4.964,124.0,0.0
-0.1,93.2,4.021,65.0,0.0
1.4,93.918,4.96,192.0,0.0
1.1,93.994,4.86,103.0,0.0
-2.9,92.201,0.849,159.0,2.0
1.1,93.994,4.857,80.0,0.0
1.4,93.444,4.968,105.0,0.0
1.4,93.444,4.964,93.0,0.0
-1.8,92.893,1.327,253.0,0.0
-1.8,93.075,1.405,177.0,0.0
-2.9,92.201,0.861,241.0,0.0
-1.8,92.893,1.313,274.0,0.0
-1.8,92.893,1.266,99.0,1.0
1.1,93.994,4.86,73.0,0.0
1.1,93.994,4.86,71.0,0.0
-1.8,92.893,1.344,24.0,0.0
-0.1,93.2,4.12,120.0,1.0
1.4,93.918,4.962,532.0,0.0
1.4,94.465,4.958,1141.0,0.0
1.4,93.918,4.96,78.0,0.0
1.4,94.465,4.959,47.0,0.0
1.1,93.994,4.857,456.0,0.0
-1.8,93.075,1.445,101.0,0.0
-1.7,94.215,0.861,316.0,2.0
1.4,93.444,4.964,347.0,0.0
-1.8,92.893,1.313,294.0,0.0
1.4,93.918,4.962,273.0,0.0
1.1,93.994,4.855,379.0,0.0
1.1,93.994,4.857,185.0,0.0
1.4,93.918,4.96,101.0,0.0
1.4,93.444,4.966,72.0,0.0
1.1,93.994,4.86,112.0,0.0
1.1,93.994,4.86,92.0,0.0
1.1,93.994,4.857,426.0,0.0
-1.8,92.893,1.244,110.0,0.0
-0.1,93.2,4.12,325.0,0.0
-0.1,93.2,4.021,174.0,0.0
1.4,94.465,4.962,537.0,0.0
